arc:	0 5 1 0 0 1 5 1 1 1 1 1 1 1 3 4 1 1 0 1 2 4 1 0 1 1 1 3 0 0 1 1 1 1 1 1 0 1 0 1 1 0 1 0 1 5 0 0 0 0 0 0 1 1 3 3 0 0 0 1 0 0 1 0 1 4 2 1 1 0 1 1 0 0 0 1 1 4 3 0 0 0 1 1 1 0 0 0 0 1	reward:	0.1875
arc:	0 3 1 3 0 1 4 0 0 2 2 0 1 0 1 0 1 0 0 0 1 4 0 0 1 1 0 2 4 1 1 0 0 0 0 1 0 1 1 0 1 1 1 1 2 1 0 1 1 0 0 1 1 0 0 1 0 1 0 0 1 0 1 1 1 3 1 0 1 0 0 1 0 1 1 1 0 0 5 0 0 1 0 1 1 0 1 0 0 0	reward:	0.25
arc:	0 0 0 1 1 1 1 0 0 2 5 1 1 0 0 1 0 1 0 1 4 0 1 0 0 0 1 1 1 1 1 1 1 0 0 2 3 1 0 1 0 1 1 0 2 3 1 1 0 0 1 0 0 1 1 2 1 1 1 0 1 0 0 0 0 0 2 1 1 0 0 0 0 1 1 0 0 3 4 0 0 1 0 1 0 1 0 1 0 1	reward:	0.125
arc:	0 3 1 0 0 2 0 1 1 2 0 0 0 1 0 3 1 0 0 1 4 0 1 1 1 1 1 2 4 0 1 1 0 0 1 4 3 1 1 1 0 1 0 0 4 0 0 1 1 1 0 1 1 1 1 0 0 0 0 1 1 1 0 1 0 4 2 0 0 0 0 0 1 1 0 1 1 1 2 1 1 0 1 0 1 0 0 1 0 1	reward:	0.5
arc:	0 0 1 2 1 2 4 0 0 1 2 0 0 1 0 2 0 1 1 1 2 2 0 1 0 1 0 1 0 0 1 1 0 1 1 1 2 1 0 0 1 0 1 1 0 4 1 0 1 0 0 1 1 1 0 3 1 0 1 1 1 1 0 1 1 4 5 0 1 1 1 0 1 0 0 1 0 3 2 0 1 1 0 1 0 0 0 1 0 0	reward:	0.375
arc:	0 0 1 1 1 1 4 1 1 0 2 0 0 0 2 2 0 1 1 0 0 4 1 1 0 0 1 2 5 1 1 1 0 1 0 0 5 1 1 1 1 1 1 0 3 1 1 0 1 0 1 1 0 1 2 3 0 0 1 1 1 0 0 1 1 4 0 1 1 0 1 1 0 0 1 0 0 4 4 1 1 0 0 1 0 0 0 1 0 0	reward:	0.125
arc:	0 5 0 4 0 0 5 1 1 1 1 1 1 1 0 3 0 0 0 1 4 1 1 0 1 0 0 3 5 0 1 0 0 0 1 0 2 1 0 1 0 1 0 0 2 0 1 1 0 1 0 0 0 1 4 5 1 0 0 0 1 0 0 1 0 3 0 0 1 1 0 0 0 0 1 1 0 1 0 0 0 0 1 1 1 1 1 0 0 0	reward:	0.375
arc:	0 4 0 0 0 2 5 1 0 3 3 0 1 0 4 5 1 0 0 1 2 3 0 0 1 0 1 2 4 1 1 0 1 0 1 0 5 0 0 0 1 1 0 1 0 5 0 0 1 1 0 0 1 1 0 4 0 0 1 0 1 1 1 0 1 1 0 1 1 1 1 0 1 1 0 0 0 2 4 0 0 0 1 0 0 1 1 1 1 0	reward:	0.125
arc:	0 2 0 0 0 2 3 1 1 0 1 0 0 0 2 2 0 1 1 0 3 0 1 1 0 1 0 1 1 1 0 1 1 1 0 3 1 1 0 0 0 1 1 1 2 2 1 1 0 1 1 1 0 0 2 0 1 1 1 1 0 1 1 1 0 3 1 1 0 0 0 0 0 1 0 1 0 4 5 1 1 1 0 0 1 1 1 0 1 0	reward:	0.0625
arc:	0 1 1 4 1 2 1 0 0 3 5 0 1 1 2 3 0 1 1 0 0 3 0 0 1 0 0 2 2 0 1 0 1 0 0 2 3 0 0 1 1 0 0 1 0 0 0 1 0 0 1 1 0 0 1 5 1 1 1 0 0 1 0 1 1 0 4 0 0 0 0 0 0 0 1 0 1 4 1 0 1 0 1 1 0 1 0 1 0 1	reward:	0.375
arc:	0 5 0 2 1 0 1 1 1 1 1 0 1 0 4 5 0 0 1 0 1 4 1 0 1 1 1 2 4 1 0 1 0 0 0 1 2 0 1 1 1 1 1 0 4 3 0 1 1 1 1 1 0 1 3 2 1 0 1 1 0 0 0 0 0 2 4 0 1 1 0 0 0 0 1 0 0 1 3 0 0 0 1 1 0 1 0 1 1 0	reward:	0.5625
arc:	0 2 1 2 0 1 2 0 1 0 3 0 0 0 1 3 0 0 1 1 1 1 1 0 0 0 0 3 5 0 0 0 0 0 1 1 2 1 0 0 1 0 0 1 3 2 1 0 0 1 1 1 0 1 4 2 1 0 1 0 0 0 0 1 1 2 3 1 0 0 1 0 1 0 0 0 1 2 0 0 0 1 1 0 1 0 0 0 1 1	reward:	0.4375
arc:	0 1 1 4 1 1 1 1 1 0 1 0 1 0 3 5 0 1 1 0 0 1 1 0 0 0 0 2 5 1 0 1 0 1 0 1 1 1 1 1 1 1 1 0 4 0 0 1 0 0 1 1 1 0 3 3 1 0 0 1 0 0 0 0 0 1 2 1 1 0 0 0 0 0 0 1 1 3 5 1 1 1 1 1 1 1 1 1 1 1	reward:	0.5
arc:	0 5 1 1 1 1 0 1 1 1 5 0 0 1 4 5 0 1 0 1 2 4 0 1 1 1 0 0 0 0 1 1 0 1 0 2 3 1 0 0 0 1 0 0 0 2 1 0 1 1 1 0 0 0 1 5 1 0 0 0 1 1 0 0 0 2 4 1 0 0 1 0 0 1 0 1 1 3 0 1 0 0 1 1 1 1 0 0 0 1	reward:	0.4375
arc:	0 2 1 4 1 2 2 1 0 0 3 0 0 1 2 1 1 0 0 0 1 1 0 0 1 1 0 3 5 0 0 0 1 0 1 3 2 1 0 1 0 0 0 1 2 2 0 0 1 0 0 1 0 0 4 3 0 1 1 1 1 1 0 1 1 3 4 0 0 0 1 0 0 0 1 1 1 0 4 0 1 1 0 1 0 1 1 1 0 0	reward:	0.625
arc:	0 5 0 5 1 0 3 0 1 0 3 0 0 0 1 3 0 1 1 1 4 3 0 0 1 0 0 4 5 0 0 0 1 1 1 0 3 0 0 0 1 1 0 0 0 2 1 1 1 1 1 1 0 1 0 0 0 0 0 1 1 0 1 1 0 0 5 1 0 1 1 1 1 0 1 0 1 0 4 1 1 1 1 0 0 0 1 0 1 0	reward:	0.125
arc:	0 5 1 2 1 2 5 0 0 0 5 1 0 0 2 5 1 1 0 1 4 4 0 1 1 0 0 0 5 0 0 1 0 0 1 0 4 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 4 1 1 1 0 1 0 1 1 0 2 2 1 1 0 1 1 1 1 1 0 0 3 0 0 1 0 0 0 0 1 0 0 0 0	reward:	0.5
arc:	0 5 1 0 0 1 4 1 0 0 3 0 1 0 4 0 1 1 0 0 1 2 1 0 1 0 1 0 3 1 1 1 1 1 1 0 3 0 1 1 1 1 0 1 2 1 0 1 1 1 1 1 1 0 4 1 1 0 0 1 0 0 1 0 1 1 4 0 0 1 1 0 1 0 0 1 1 3 5 1 0 1 1 0 1 1 1 0 1 0	reward:	0.5
arc:	0 2 0 1 0 2 1 1 0 3 4 1 0 1 0 4 0 1 0 1 0 2 1 0 1 0 1 2 4 1 1 1 1 1 1 1 4 0 1 0 0 0 1 1 1 0 0 1 0 1 0 0 1 1 1 1 0 0 1 1 1 0 1 0 1 0 2 0 0 1 1 1 0 0 1 1 0 3 2 0 0 1 1 0 0 0 0 1 1 1	reward:	0.375
arc:	0 4 1 1 0 1 3 1 1 0 5 0 0 1 0 2 1 1 1 1 1 2 0 0 1 1 0 4 4 0 1 1 0 1 0 1 1 1 1 0 1 0 1 0 4 3 0 1 1 1 1 0 0 0 1 2 1 1 0 1 1 1 1 0 1 1 3 0 0 1 0 0 0 0 1 1 1 2 2 0 1 0 0 1 1 1 1 0 0 1	reward:	0.6875
arc:	0 3 1 0 1 0 4 1 1 3 2 0 0 1 4 2 0 1 1 1 4 4 0 1 1 0 0 3 2 0 0 0 1 1 0 1 5 1 0 0 0 0 1 0 1 4 0 0 1 1 1 1 1 0 0 0 1 0 1 0 0 1 1 1 0 0 1 0 1 1 1 1 0 1 1 0 0 1 2 0 0 1 0 1 0 1 0 0 1 0	reward:	0.125
arc:	0 0 1 4 1 0 1 0 0 0 5 1 0 0 3 4 0 1 0 1 2 5 1 0 0 1 1 3 3 0 1 0 0 1 1 0 4 0 0 1 1 1 1 1 1 1 1 0 1 0 1 1 0 0 2 0 0 0 1 1 0 1 1 1 1 3 3 0 1 0 1 0 0 1 1 1 1 1 0 1 1 0 1 1 0 0 0 1 1 1	reward:	0.25
